CompanyName,Hyperlink,DownloadStatus,DownloadErrorFrequency,Remark,VolumnIndicatorProcess,VolumnIndicatorResult,Empty,Empty
Acme Holdings Bhd,/equities/acme-holdings-bhd,Download Failed,1,Skipped,,,,
KKB Engineering Berhad,/equities/kkb-engineering-berhad,Download Failed,1,Skipped,,,,
Kim Hin Joo,/equities/kim-hin-joo,Download Failed,1,Skipped,,,,
HPMT Holdings Bhd,/equities/hpmt-holdings-bhd,Download Failed,1,Skipped,,,,
Faber Group Bhd,/equities/faber-group-bhd,Download Failed,1,Skipped,,,,
Harbour Link Group Bhd,/equities/harbour-link-group-bhd,Download Failed,1,Skipped,,,,
Oriental Holdings Bhd,/equities/oriental-holdings-bhd,Download Failed,1,Skipped,,,,
Oka Corporation Bhd,/equities/oka-corporation-bhd,Download Failed,1,Skipped,,,,
Complete Logistic Services Bhd,/equities/complete-logistic-services-bhd,Download Failed,1,Skipped,,,,
Amcorp Properties Bhd,/equities/amcorp-properties-bhd,Download Failed,1,Skipped,,,,
UMS-Neiken Group Bhd,/equities/ums-neiken-group-bhd,Download Failed,1,Skipped,,,,
BIG Industries Bhd,/equities/big-industries-bhd,Download Failed,1,Skipped,,,,
Cheetah Holdings Bhd,/equities/cheetah-holdings-bhd,Download Failed,1,Skipped,,,,
Rex Industry Bhd,/equities/rex-industry-bhd,Download Failed,1,Skipped,,,,
Cocoaland Holdings Bhd,/equities/cocoaland-holdings-bhd,Download Failed,1,Skipped,,,,
Hong Leong Industries Bhd,/equities/hong-leong-industries-bhd,Download Failed,1,Skipped,,,,
Focus Lumber Bhd,/equities/focus-lumber-bhd,Download Failed,1,Skipped,,,,
BIMB Holdings Bhd,/equities/bimb-holdings-bhd,Download Failed,1,Skipped,,,,
OCB Bhd,/equities/ocb-bhd,Download Failed,1,Skipped,,,,
APM Automotive Holdings Bhd,/equities/apm-automotive-holdings-bhd,Download Failed,1,Skipped,,,,
Milux Corporation Bhd,/equities/milux-corporation-bhd,Download Failed,1,Skipped,,,,
Mercury Industries Bhd,/equities/mercury-industries-bhd,Download Failed,1,Skipped,,,,
Hil Industries Bhd,/equities/hil-industries-bhd,Download Failed,1,Skipped,,,,
Poly Glass Fibre (M) Bhd,/equities/poly-glass-fibre-m-bhd,Download Failed,1,Skipped,,,,
Bertam Alliance Bhd,/equities/bertam-alliance-bhd,Download Failed,1,Skipped,,,,
Kim Hin Industry Bhd,/equities/kim-hin-industry-bhd,Download Failed,1,Skipped,,,,
Kobay Tech Bhd,/equities/kobay-tech-bhd,Download Failed,1,Skipped,,,,
Bonia Corporation Bhd,/equities/bonia-corporation-bhd,Download Failed,1,Skipped,,,,
Seni Jaya Corporation Bhd,/equities/seni-jaya-corporation-bhd,Download Failed,1,Skipped,,,,
Rhone Ma Holdings Bhd,/equities/rhone-ma-holdings-bhd,Download Failed,1,Skipped,,,,
Southern Acids (M) Bhd,/equities/southern-acids-m-bhd,Download Failed,1,Skipped,,,,
Amverton Bhd,/equities/a-m-realty-bhd,Download Failed,1,Skipped,,,,
Caring Pharmacy Group Bhd,/equities/caring-pharmacy-group-bhd,Download Failed,1,Skipped,,,,
CYL Corporation Bhd,/equities/cyl-corporation-bhd,Download Failed,1,Skipped,,,,
Fiamma Holdings Bhd,/equities/fiamma-holdings-bhd,Download Failed,1,Skipped,,,,
JMR Conglomeration Bhd,/equities/jmr-conglomeration-bhd,Download Failed,1,Skipped,,,,
Maxwell International Holdings,/equities/maxwell-international-holdings,Download Failed,1,Skipped,,,,
Pasdec Holdings Bhd,/equities/pasdec-holdings-bhd,Download Failed,1,Skipped,,,,
Xingquan International Sports,/equities/xingquan-international-sports,Download Failed,1,Skipped,,,,
Atta Global Group Bhd,/equities/smpc-corporation-bhd,Download Failed,1,Skipped,,,,
SKB Shutters Corporation Bhd,/equities/skb-shutters-corporation-bhd,Download Failed,1,Skipped,,,,
Metrod Holdings Bhd,/equities/metrod-holdings-bhd,Download Failed,1,Skipped,,,,
Ann Joo Resources Bhd Pref,/equities/ann-joo-resources-bhd-pref,Download Failed,1,Skipped,,,,
Uni Wall Aps Holdings,/equities/uni-wall-aps-holdings,Download Failed,1,Skipped,,,,
